id,lat,lon,price
294,-34.60381,-58.41797,123984
295,-34.60381,-58.41797,122212
296,-34.5962497,-58.4401805,105000
297,-34.5967406,-58.42609,61000
300,-34.613262,-58.3595535,4000000
301,-34.6196972,-58.3826822,67498
302,-34.6196972,-58.3826822,86539
303,-34.6196972,-58.3826822,89155
304,-34.6196972,-58.3826822,74000
305,-34.6196972,-58.3826822,77564
306,-34.6196972,-58.3826822,84000
307,-34.6042376,-58.4547261,50000
308,-34.6040602,-58.4611456,75000
309,-34.6233852,-58.4862059,95000
316,-34.6118473,-58.3965419,56840
328,-34.6040602,-58.4611456,90000
329,-34.60218,-58.4224,95000
330,-34.6196972,-58.3826822,71639
331,-34.6160126,-58.4379511,119000
332,-34.6228975,-58.4394745,280000
333,-34.61201695,-58.44425246,220000
334,-34.5889353,-58.4483385,160000
335,-34.5815094,-58.47436645,160000
336,-34.58423,-58.4787009,168000
337,-34.5986626,-58.4039324,230000
338,-34.59861229,-58.43907519,130000
339,-34.6054851,-58.4008734,121000
340,-34.5976693,-58.4409809,188000
341,-34.59898,-58.4400106,270000
343,-34.6242988,-58.5279471,240000
345,-34.6148292,-58.4059108,85000
346,-34.623207,-58.4079631,110000
347,-34.5705179,-58.4914578,260000
348,-34.5672815,-58.4858607,210000
349,-34.59684194,-58.43606036,115000
350,-34.6066562,-58.3922649,165000
351,-34.60450609,-58.39323766,260000
352,-34.6136411,-58.4069098,140000
353,-34.59861229,-58.43907519,130000
354,-34.58479474,-58.41588869,190000
355,-34.58500073,-58.4161512,240000
356,-34.5707382,-58.4332186,270000
357,-34.58299186,-58.42675099,203000
358,-34.598946,-58.4438453,170000
359,-34.586132,-58.4080654,215000
360,-34.59044228,-58.41119822,220000
361,-34.5711396,-58.4306897,750000
362,-34.56748219,-58.43225638,215000
363,-34.5619628,-58.449067,480000
365,-34.6118473,-58.3965419,141445
366,-34.622368,-58.502987,180000
367,-34.6038828,-58.4658686,130000
369,-34.5857748,-58.3991404,590000
370,-34.5923872,-58.4062121,189000
371,-34.61450197,-58.40358026,215000
372,-34.60534836,-58.42767693,138000
373,-34.60432821,-58.40292478,169000
374,-34.5374599,-58.4706604,395000
375,-34.5440035,-58.4607183,540000
376,-34.60060278,-58.40235717,195000
377,-34.60197208,-58.39767078,128000
378,-34.614495,-58.4004652,185000
379,-34.6165752,-58.4358372,459000
381,-34.5914351,-58.4121664,242000
382,-34.59341497,-58.37840418,400000
383,-34.6039067,-58.4580041,140000
384,-34.60179899,-58.43083222,350000
385,-34.61128449,-58.52259023,360000
386,-34.60204379,-58.43322996,300000
387,-34.5485316,-58.4567197,1100000
388,-34.54776339,-58.45610098,3000000
389,-34.5816829,-58.4037382,1780000
390,-34.5816829,-58.4037382,1111111
391,-34.5651454,-58.4498209,1080000
393,-34.59260468,-58.39114063,790000
394,-34.59262015,-58.39151026,790000
395,-34.592661,-58.3928413,590000
396,-34.58859699,-58.42164843,174000
397,-34.59187635,-58.40580368,270000
398,-34.5621918,-58.44277,1100000
399,-34.5374599,-58.4706604,395000
400,-34.5457433,-58.4590301,1280000
401,-34.6082286,-58.4156843,215000
402,-34.6094735,-58.4276546,400000
403,-34.60381,-58.41797,861435
404,-34.6044676,-58.4147628,300000
405,-34.60179899,-58.43083222,335000
406,-34.6129766,-58.4241354,285000
407,-34.5892282,-58.4240173,347000
409,-34.5794167,-58.4112346,1000000
410,-34.5646466,-58.4373871,390000
411,-34.583792,-58.4009507,380000
413,-34.5736861,-58.4211621,1800000
416,-34.5783759,-58.4234547,1100000
417,-34.5885318,-58.4092895,495000
418,-34.60038312,-58.39435796,165000
419,-34.58299186,-58.42675099,203000
420,-34.5948201,-58.4273022,165000
421,-34.58299186,-58.42675099,203000
422,-34.59732979,-58.42413734,107000
423,-34.5777737,-58.4312344,105000
424,-34.58274735,-58.42575098,105000
425,-34.59157362,-58.42667393,230000
426,-34.58964067,-58.42245873,210000
427,-34.5769553,-58.4398077,200000
428,-34.5859328,-58.4384842,139000
429,-34.59157362,-58.42667393,230000
431,-34.653925,-58.4166304,59000
432,-34.5605912,-58.4635989,99900
434,-34.5718443,-58.4425008,249000
435,-34.5647735,-58.4613223,150000
436,-34.5582056,-58.4429231,199000
437,-34.57236808,-58.44741669,148400
438,-34.5606194,-58.4592491,75000
440,-34.557254,-58.445597,370000
441,-34.58008949,-58.41316858,399000
443,-34.5976484,-58.4193913,160000
444,-34.5769553,-58.4398077,440000
445,-34.6196972,-58.3826822,77176
446,-34.6196972,-58.3826822,76000
447,-34.6196972,-58.3826822,83500
448,-34.6196972,-58.3826822,78728
449,-34.6196972,-58.3826822,73080
450,-34.6196972,-58.3826822,76418
451,-34.60463162,-58.4000136,78000
452,-34.59728436,-58.37377311,140000
453,-34.5452095,-58.4628614,175000
454,-34.5976475,-58.37839,110000
455,-34.5977893,-58.3797164,87000
456,-34.60721,-58.37074,101000
457,-34.6010192,-58.4185173,129000
458,-34.60381,-58.41797,171990
459,-34.6075893,-58.4215375,95000
461,-34.580785,-58.4310464,197500
462,-34.58008949,-58.41316858,359000
463,-34.58225707,-58.42382503,105000
464,-34.58864793,-58.42199423,134000
465,-34.6196972,-58.3826822,69538
466,-34.6118473,-58.3965419,102746
468,-34.5995431,-58.4435034,118000
469,-34.5973853,-58.4475066,74700
470,-34.67655772,-58.47566707,80000
471,-34.610994,-58.3633665,220000
472,-34.61569623,-58.36281997,360000
473,-34.5752776,-58.4842036,185000
474,-34.5752776,-58.4842036,125000
475,-34.6091881,-58.4431133,85001
476,-34.6133258,-58.4728024,85000
477,-34.6076432,-58.4650243,110000
478,-34.62838182,-58.47094527,115000
479,-34.60242828,-58.4252949,130000
480,-34.60534836,-58.42767693,138000
481,-34.60179899,-58.43083222,153000
482,-34.602262,-58.4180308,163000
484,-34.60404262,-58.43072202,169000
485,-34.579513,-58.433007,280000
486,-34.5824394,-58.4328746,520000
487,-34.5936314,-58.4359692,78500
489,-34.60181839,-58.43856489,75000
490,-34.6037095,-58.44205973,99000
492,-34.6040602,-58.4611456,130000
493,-34.6040602,-58.4611456,117000
494,-34.6040923,-58.4610179,117000
495,-34.6038828,-58.4658686,130000
496,-34.6040923,-58.4610179,120000
497,-34.6040602,-58.4611456,132000
498,-34.6040602,-58.4611456,115000
499,-34.6040602,-58.4611456,115000
500,-34.6040602,-58.4611456,128000
501,-34.6005566,-58.4628959,65000
502,-34.60045377,-58.39577416,140000
504,-34.5957136,-58.3901,210000
505,-34.61287728,-58.39619882,85000
506,-34.614715,-58.4029135,74000
507,-34.629818,-58.446124,115000
508,-34.58207473,-58.47372272,95000
509,-34.56441,-58.4408009,95000
510,-34.594027,-58.4439337,74000
511,-34.6044676,-58.4147628,110000
512,-34.6022284,-58.4050351,148000
514,-34.64367606,-58.37458933,335000
515,-34.57236808,-58.44741669,320000
516,-34.56740271,-58.45025448,220000
518,-34.5688625,-58.4509752,190000
519,-34.55722618,-58.4559652,175000
520,-34.5645148,-58.4559038,180000
521,-34.6378556,-58.4833798,139000
522,-34.63312443,-58.47624611,150000
523,-34.61831144,-58.50551852,119500
524,-34.6390361,-58.4826574,99000
525,-34.5987263,-58.464604,96800
526,-34.5911184,-58.3884553,315000
527,-34.5895246,-58.3949546,215000
528,-34.5908459,-58.4021075,325000
529,-34.64371137,-58.37463224,210000
530,-34.6444099,-58.3751581,195000
531,-34.5778418,-58.4059432,580000
532,-34.5825019,-58.4237339,339000
533,-34.60597599,-58.42070777,154000
534,-34.5757234,-58.4728039,270000
535,-34.5783119,-58.411152,510759
536,-34.5820305,-58.4320205,520000
537,-34.5734645,-58.43649553,175000
538,-34.58990518,-58.4014713,265000
539,-34.59769,-58.41937,220000
540,-34.59588836,-58.39416597,280000
541,-34.5872222,-58.4266667,260000
543,-34.57489417,-58.42062011,300000
544,-34.5831757,-58.424046,185000
545,-34.5831757,-58.424046,185000
546,-34.58421348,-58.42228308,443000
547,-34.5796791,-58.42960748,180000
548,-34.58726254,-58.41934581,168000
549,-34.58479474,-58.41588869,190000
550,-34.60604052,-58.42056445,198000
551,-34.5977324,-58.38816455,365000
552,-34.5430842,-58.481304,168000
553,-34.58626305,-58.44376639,143546
554,-34.60180608,-58.43082616,205000
555,-34.5900555,-58.4493062,195000
556,-34.6037853,-58.4342633,340001
557,-34.59485817,-58.44576936,149000
558,-34.6149768,-58.3626479,875000
559,-34.6177194,-58.3620561,525000
560,-34.57429,-58.479777,268000
562,-34.5685341,-58.4877953,245000
563,-34.57429,-58.479777,268000
564,-34.62958678,-58.50515918,170000
565,-34.6063807,-58.4931628,280000
566,-34.6633924,-58.468349,110000
567,-34.60181944,-58.43530504,120000
568,-34.6006963,-58.4298039,190000
569,-34.59769855,-58.44385724,140000
570,-34.60181944,-58.43530504,120000
571,-34.5978775,-58.4466256,115000
573,-34.6157693,-58.4094636,125000
574,-34.62203452,-58.44355422,170000
575,-34.60725705,-58.44307935,209000
576,-34.6205282,-58.439335,130000
578,-34.6272648,-58.4442108,155000
579,-34.59779839,-58.38818952,365000
580,-34.6087265,-58.4304733,227000
581,-34.6183465,-58.3797519,120000
582,-34.6331058,-58.5116602,135000
583,-34.6287859,-58.5086867,95000
584,-34.5922416,-58.3992884,430000
585,-34.59769,-58.41937,220000
586,-34.60662951,-58.39046577,119900
587,-34.5981146,-58.4387052,140000
588,-34.6133725,-58.3831246,195000
589,-34.60242828,-58.4252949,126000
590,-34.6006963,-58.4298039,190000
591,-34.59888162,-58.41692421,260000
593,-34.58275447,-58.43227554,215000
594,-34.5691238,-58.4316834,165000
595,-34.58306438,-58.43346368,244000
596,-34.6162163,-58.3915672,115000
597,-34.6282465,-58.4844109,87000
598,-34.6183291,-58.5057331,87000
599,-34.6094547,-58.4630034,99000
600,-34.59625,-58.41399,200000
601,-34.5865302,-58.4018319,105000
602,-34.5879927,-58.4066186,196000
603,-34.5879927,-58.4066186,194000
604,-34.59731993,-58.39537965,75000
605,-34.5553263,-58.4928272,94000
606,-34.6147892,-58.4046941,95000
607,-34.58738251,-58.41545813,143000
608,-34.5958744,-58.4246436,102000
609,-34.5986978,-58.42332115,75000
610,-34.58645116,-58.41824398,210000
611,-34.5642249,-58.4591476,160966
612,-34.5625443,-58.4428188,180000
613,-34.5638585,-58.4523952,169500
614,-34.57236808,-58.44741669,83700
615,-34.57236808,-58.44741669,157500
616,-34.57236808,-58.44741669,206000
617,-34.57236808,-58.44741669,199900
619,-34.57236808,-58.44741669,103600
620,-34.57236808,-58.44741669,119500
621,-34.57236808,-58.44741669,123500
622,-34.57236808,-58.44741669,86400
623,-34.57236808,-58.44741669,97600
624,-34.5724437,-58.4474094,83700
625,-34.6437184,-58.3745067,150000
626,-34.64374667,-58.37458933,150000
627,-34.57236808,-58.44741669,115500
628,-34.612788,-58.4402425,125000
629,-34.6228975,-58.4394745,135000
630,-34.6283127,-58.4441919,108000
631,-34.62963974,-58.50503043,125000
632,-34.637852,-58.4299431,80000
633,-34.6126056,-58.4806247,154100
634,-34.6137526,-58.4831786,61800
635,-34.6126056,-58.4806247,79100
636,-34.6126056,-58.4806247,144700
638,-34.6237933,-58.4022563,88000
640,-34.59769,-58.41937,220000
641,-34.60181944,-58.43530504,120000
642,-34.60549733,-58.43027552,192000
643,-34.60549733,-58.43027552,188000
644,-34.60180608,-58.43082616,205000
645,-34.60273,-58.41435,166500
646,-34.60549733,-58.43027552,181000
647,-34.5388719,-58.4663845,210000
648,-34.60725705,-58.44307935,209000
649,-34.6160145,-58.3618883,295000
650,-34.59596888,-58.44001772,119000
651,-34.59021107,-58.44682456,118000
652,-34.587005,-58.4501704,98000
653,-34.587005,-58.4501704,127000
654,-34.6547875,-58.4986824,75000
655,-34.6547875,-58.4986824,90000
656,-34.6547875,-58.4986824,120000
657,-34.60847834,-58.37809499,99000
658,-34.59821921,-58.43003808,190000
659,-34.6229047,-58.3702456,91000
660,-34.601551,-58.3851921,125000
662,-34.5949187,-58.403901,110000
663,-34.56757637,-58.43438858,178000
664,-34.5971896,-58.4346898,15011160
665,-34.59009045,-58.44867837,125000
666,-34.58626305,-58.44376639,139546
667,-34.58005064,-58.453119,175000
669,-34.5772828,-58.4869538,215000
670,-34.5502619,-58.4643807,240000
671,-34.57932626,-58.4558185,73000
672,-34.57932626,-58.4558185,78500
673,-34.57932626,-58.4558185,75500
674,-34.57932626,-58.4558185,71600
675,-34.59028173,-58.44671727,102000
676,-34.590147,-58.4468099,111900
677,-34.5892277,-58.4473705,89000
678,-34.6230253,-58.408922,305000
679,-34.5540328,-58.4905964,89000
680,-34.575539,-58.43671,165000
681,-34.58631293,-58.4246338,134000
682,-34.5829574,-58.4058775,85000
683,-34.5825811,-58.4106538,120000
684,-34.57932626,-58.4558185,75800
685,-34.59821921,-58.43003808,115000
686,-34.59685,-58.41352,65000
688,-34.5868709,-58.4083077,89000
689,-34.5708894,-58.4350772,95000
690,-34.600566,-58.4267177,65000
691,-34.59821921,-58.43003808,118000
692,-34.59821921,-58.43003808,115000
693,-34.59821921,-58.43003808,118000
694,-34.5956162,-58.3779591,246649
695,-34.540005,-58.4753626,110000
696,-34.6169315,-58.4636477,95800
697,-34.57582173,-58.42260495,179000
699,-34.59821921,-58.43003808,118000
700,-34.58350684,-58.43374148,244000
701,-34.57932626,-58.4558185,74200
702,-34.57932626,-58.4558185,70000
703,-34.59821921,-58.43003808,118000
704,-34.59414,-58.44319,82000
705,-34.59821921,-58.43003808,115000
706,-34.61809,-58.359903,255000
707,-34.583698,-58.474343,110000
708,-34.62974568,-58.50511627,93300
709,-34.6145439,-58.479047,45000
710,-34.6263075,-58.421179,48549
711,-34.6272594,-58.4233436,108000
712,-34.605226,-58.4108878,80000
713,-34.6169315,-58.4636477,134500
714,-34.557621,-58.48069763,179000
715,-34.5419753,-58.4639705,199000
716,-34.57932626,-58.4558185,81400
717,-34.5548596,-58.4376412,380000
718,-34.6019314,-58.4112599,57900
719,-34.60273,-58.41435,139500
720,-34.59821921,-58.43003808,190000
721,-34.61562019,-58.422639,160000
722,-34.6099132,-58.42509029,83000
723,-34.5991675,-58.4235735,87000
724,-34.6099161,-58.4211359,150000
726,-34.60139537,-58.42076871,130000
727,-34.5594944,-58.4810099,208000
728,-34.59505239,-58.4134515,82000
730,-34.57932626,-58.4558185,77500
731,-34.59728436,-58.37377311,140000
732,-34.58626305,-58.44376639,139546
733,-34.58348145,-58.43342462,244000
734,-34.59492865,-58.42321938,85000
735,-34.59216,-58.3871397,280000
736,-34.5913005,-58.3957616,490000
737,-34.5948899,-58.39118222,290000
739,-34.5936982,-58.40202851,590000
740,-34.592761,-58.3848972,465000
741,-34.5942733,-58.3957274,170000
742,-34.589805,-58.3921394,330000
743,-34.5647183,-58.46088254,205000
744,-34.563442,-58.4485716,599000
745,-34.5633295,-58.4678262,238000
746,-34.57031852,-58.44119396,305000
747,-34.64371137,-58.37471807,378000
748,-34.58744162,-58.38527646,330000
749,-34.58571432,-58.41690501,380000
750,-34.575569,-58.4305317,205000
752,-34.573453,-58.4307805,730000
753,-34.5855796,-58.4168834,259900
754,-34.5594394,-58.482434,530000
755,-34.60549733,-58.43027552,273000
756,-34.60549733,-58.43027552,251000
757,-34.60549733,-58.43027552,265000
758,-34.60549733,-58.43027552,256000
759,-34.60549733,-58.43027552,260000
760,-34.60258,-58.420206,261000
761,-34.60549733,-58.43027552,270000
762,-34.60258,-58.420206,261001
763,-34.586469,-58.418298,210000
764,-34.59821921,-58.43003808,190000
765,-34.5940554,-58.391682,491000
766,-34.6039,-58.44241,198000
767,-34.5880071,-58.4201224,154500
768,-34.5831988,-58.43342462,244000
769,-34.5837168,-58.4116959,127000
770,-34.5824449,-58.4325454,244000
771,-34.5845202,-58.4422739,99000
773,-34.591976,-58.3960643,575000
774,-34.5877003,-58.3891602,875000
775,-34.58989093,-58.39216927,330000
776,-34.5927551,-58.380844,1800000
777,-34.5922654,-58.3913947,820000
778,-34.5897741,-58.3826232,380000
779,-34.5948883,-58.3827913,665000
780,-34.61069721,-58.46111623,150000
781,-34.58569665,-58.41651877,260000
782,-34.58481036,-58.41715688,460000
783,-34.5783119,-58.411152,847056
784,-34.6296574,-58.50509481,255000
785,-34.5772744,-58.4835654,390000
786,-34.5964007,-58.4402131,260000
787,-34.60179899,-58.43083222,249000
788,-34.58626305,-58.44376639,139546
789,-34.5989828,-58.4354843,179000
791,-34.5965697,-58.4014496,255000
792,-34.612788,-58.4402425,250000
793,-34.6283217,-58.4364089,310000
794,-34.6153864,-58.458974,293000
795,-34.58569665,-58.41651877,260000
796,-34.570674,-58.4302215,170000
797,-34.5896316,-58.3835871,205000
798,-34.6016512,-58.4353716,150000
799,-34.6017371,-58.4110855,57900
801,-34.5977709,-58.4115813,99900
802,-34.5609834,-58.4668579,75000
803,-34.5890606,-58.3917403,85000
804,-34.6074551,-58.3834625,30000
805,-34.5904192,-58.4032414,98000
806,-34.604543,-58.4089693,155000
807,-34.604847,-58.4165578,120000
808,-34.5740637,-58.4460504,890000
809,-34.5812138,-58.4124966,850000
810,-34.5650125,-58.439861,220000
811,-34.6124129,-58.4179433,92000
812,-34.563442,-58.4485716,599000
813,-34.5914351,-58.4121664,242000
814,-34.5894024,-58.4078652,299000
815,-34.561712,-58.465431,135000
816,-34.5794167,-58.4112346,620000
817,-34.65351699,-58.52158365,290000
818,-34.5806625,-58.4895814,190000
819,-34.5932271,-58.4079377,199000
820,-34.5921146,-58.4094423,143000
821,-34.6410082,-58.5138611,240000
