id,lat,lon,price
9692,-34.6193719,-58.5155655,74000
9693,-34.5950443,-58.4425378,150000
9694,-34.5664517,-58.486474,163900
9695,-34.5890091,-58.5045811,89000
9696,-34.5784973,-58.4249447,139000
9697,-34.5930528,-58.4084471,105000
9698,-34.5540001,-58.4944678,98000
9699,-34.589309,-58.445532,65000
9700,-34.5790932,-58.4598329,95000
9701,-34.6022005,-58.4079288,55000
9702,-34.6008299,-58.3716901,90000
9703,-34.5816987,-58.4335472,105000
9704,-34.6000044,-58.4171906,110000
9705,-34.5973636,-58.372987,85000
9706,-34.589309,-58.445532,65000
9707,-34.56802337,-58.48060652,135000
9708,-34.5950443,-58.4425378,150000
9710,-34.5776471,-58.4060644,560000
9711,-34.565424,-58.4357266,3400000
9712,-34.57302246,-58.41973463,1900000
9713,-34.5575782,-58.4420207,1111111
9714,-34.593454,-58.3762561,550000
9715,-34.6030564,-58.4225117,82000
9716,-34.57480764,-58.44084366,99000
9717,-34.6285923,-58.3721943,123200
9718,-34.559613,-58.4501341,1620000
9719,-34.6393283,-58.4991753,89000
9720,-34.559613,-58.4501341,1340000
9722,-34.5868042,-58.3884028,730000
9723,-34.560829,-58.466181,110000
9725,-34.6172403,-58.4309379,112200
9726,-34.5707402,-58.4827301,70000
9727,-34.6172403,-58.4309379,59400
9728,-34.5838241,-58.4252208,315000
9729,-34.6285815,-58.4542102,106400
9730,-34.5838241,-58.4252208,155000
9731,-34.5604337,-58.4500491,2150000
9732,-34.6087043,-58.4262923,129000
9733,-34.5803273,-58.3981385,1600000
9734,-34.6179902,-58.3758147,235000
9735,-34.58631318,-58.39545387,790000
9739,-34.6034439,-58.4050088,173000
9740,-34.61446179,-58.47627252,200000
9742,-34.61810789,-58.36141237,1850000
9743,-34.6246945,-58.446536,178000
9744,-34.6286134,-58.37209,120000
9745,-34.5600858,-58.4579161,76428
9746,-34.5537245,-58.4495619,132500
9747,-34.5605292,-58.4483653,133000
9748,-34.560829,-58.466181,110000
9749,-34.5536913,-58.4498003,140000
9750,-34.5876211,-58.4119133,100000
9751,-34.5665368,-58.4341118,110000
9752,-34.6054785,-58.4047354,95000
9753,-34.5665368,-58.4341118,135000
9754,-34.5461486,-58.4701644,50000
9755,-34.5476037,-58.469668,105000
9756,-34.5901587,-58.4102449,125000
9757,-34.58882219,-58.38691625,880000
9758,-34.60083642,-58.37180172,139000
9759,-34.6306122,-58.4408055,187660
9760,-34.628529,-58.4663179,128000
9761,-34.5881971,-58.4144732,99000
9762,-34.5651661,-58.4580884,78000
9763,-34.61810789,-58.36141237,1800000
9764,-34.61275915,-58.36312234,650000
9765,-34.55536384,-58.4583121,940000
9766,-34.5612944,-58.4671123,550000
9767,-34.5529009,-58.4508374,295000
9768,-34.5771227,-58.445757,525000
9769,-34.5917704,-58.3779921,530000
9770,-34.56601698,-58.45004948,590000
9771,-34.5666371,-58.4644468,339000
9772,-34.5657464,-58.4496441,1050000
9773,-34.5834133,-58.4337826,755000
9774,-34.57822389,-58.40551843,450000
9775,-34.5814108,-58.4088481,530000
9776,-34.5859765,-58.4120562,385000
9777,-34.5768942,-58.4339578,299000
9779,-34.5781008,-58.3981473,1050000
9780,-34.60798283,-58.41719313,162000
9781,-34.5800213,-58.4093343,670000
9782,-34.61810789,-58.36141237,2000000
9783,-34.5612944,-58.4671123,240000
9784,-34.5600046,-58.4457677,420000
9785,-34.6054542,-58.5068323,380000
9787,-34.5664783,-58.4341001,250000
9788,-34.59575542,-58.38650445,990000
9789,-34.5954025,-58.3839,420000
9790,-34.628604,-58.446497,425000
9792,-34.563052,-58.4462053,1300000
9793,-34.6149895,-58.4060341,154000
9794,-34.60046591,-58.4025942,320000
9795,-34.5901695,-58.4072106,285000
9796,-34.5908459,-58.4021075,315000
9797,-34.59572009,-58.38663319,990000
9798,-34.598154,-58.3840413,230000
9799,-34.5921103,-58.3851934,525000
9800,-34.563052,-58.4462053,1250000
9801,-34.60998,-58.4018949,127000
9802,-34.6044798,-58.4926129,220000
9803,-34.5537856,-58.462217,230000
9804,-34.5784121,-58.4616933,219000
9805,-34.5865313,-58.4001805,195000
9806,-34.5881304,-58.3986469,148000
9807,-34.5915846,-58.4010955,210000
9808,-34.5545188,-58.4915986,155000
9809,-34.61806702,-58.38951382,90000
9810,-34.6220501,-58.3740161,85000
9811,-34.614849,-58.4605379,145000
9812,-34.6209999,-58.4538254,92000
9814,-34.625154,-58.4524816,77000
9815,-34.5910145,-58.4023785,69500
9816,-34.5968195,-58.4460566,87500
9817,-34.5942318,-58.4446472,75000
9818,-34.6237532,-58.4071513,80000
9819,-34.6115723,-58.478802,107000
9820,-34.5849318,-58.4892169,78000
9821,-34.5835702,-58.5097799,75000
9822,-34.6341951,-58.4162265,80000
9823,-34.60654932,-58.3875353,138000
9824,-34.633566,-58.4606421,115000
9825,-34.560705,-58.4676594,149000
9826,-34.59023722,-58.41766849,169000
9827,-34.5983447,-58.37236464,149900
9828,-34.6071352,-58.42110901,115000
9829,-34.6071573,-58.4277658,67900
9831,-34.5771133,-58.4360832,95000
9832,-34.5771604,-58.43948126,190000
9833,-34.5943053,-58.4212675,219000
9834,-34.5921212,-58.4166786,198000
9835,-34.55566427,-58.45732505,310000
9836,-34.5824121,-58.4250217,218000
9838,-34.5834133,-58.4337826,220000
9839,-34.58756994,-58.41335669,145000
9840,-34.5824394,-58.4328746,250000
9842,-34.59166046,-58.40941349,180000
9844,-34.58836434,-58.43878013,245000
9845,-34.58928345,-58.40814248,115000
9846,-34.6142467,-58.4791603,115000
9847,-34.6149002,-58.4236256,85000
9848,-34.6087786,-58.4253108,85000
9849,-34.6149996,-58.4965333,79000
9850,-34.6030035,-58.3765327,129500
9851,-34.6032679,-58.3775485,144000
9852,-34.603103,-58.391606,140000
9853,-34.60500596,-58.38287961,95000
9854,-34.59965233,-58.37825609,99000
9857,-34.5890294,-58.4078986,100000
9859,-34.5846021,-58.44490933,105000
9860,-34.5671197,-58.491183,139800
9861,-34.5776344,-58.4895413,159000
9862,-34.6044871,-58.4943389,100000
9863,-34.6315775,-58.3574769,80000
9864,-34.6463308,-58.4543332,52000
9865,-34.626611,-58.4716105,83500
9866,-34.5385159,-58.4652789,370000
9867,-34.5846021,-58.44490933,100000
9868,-34.6283127,-58.4441919,165000
9869,-34.6105436,-58.4429782,77000
9870,-34.5542306,-58.4803778,170000
9871,-34.6089197,-58.4276243,105000
9872,-34.6384544,-58.5124287,59000
9873,-34.59664201,-58.42313149,75000
9874,-34.5800186,-58.4325754,322000
9877,-34.5878872,-58.4398308,155000
9878,-34.5763171,-58.4346137,300000
9879,-34.5830391,-58.4143557,120000
9881,-34.63031069,-58.37681338,200000
9882,-34.5556638,-58.4627098,115000
9883,-34.5569963,-58.4606684,87000
9884,-34.561712,-58.465431,127000
9885,-34.5600858,-58.4579161,114074
9886,-34.5564798,-58.4643172,135000
9887,-34.5591079,-58.4629532,160000
9888,-34.5961982,-58.4085567,112000
9889,-34.589504,-58.4078337,138000
9890,-34.605226,-58.4108878,75000
9891,-34.5413292,-58.4640256,365000
9892,-34.6371859,-58.411803,99000
9896,-34.5772961,-58.4072204,450000
9897,-34.5895862,-58.4354746,420000
9898,-34.57758231,-58.43931931,450000
9900,-34.5961268,-58.4151067,189000
9901,-34.5814108,-58.4088481,329000
9903,-34.5909001,-58.4190678,326000
9904,-34.5773582,-58.407118,235000
9905,-34.5759205,-58.4212062,870000
9906,-34.5823864,-58.43197338,490000
9907,-34.57660607,-58.43008938,450000
9909,-34.57549487,-58.42079177,630000
9910,-34.5917627,-58.3773694,180000
9911,-34.577157,-58.4890505,159000
9912,-34.588809,-58.4204576,240000
9913,-34.5817605,-58.4740008,105000
9916,-34.6004577,-58.40445083,185000
9917,-34.58133054,-58.47433458,140000
9918,-34.61810789,-58.36141237,800000
9919,-34.6018262,-58.4369967,105000
9921,-34.6209092,-58.3758471,163000
9922,-34.62089237,-58.37655338,163000
9923,-34.6266171,-58.4378243,248000
9924,-34.5663286,-58.4585006,255000
9925,-34.6208817,-58.4425978,250000
9927,-34.5953902,-58.4067164,235000
9928,-34.5969938,-58.385583,275000
9929,-34.5920631,-58.3868692,395000
9931,-34.5525943,-58.4429397,450000
9932,-34.5913012,-58.3903586,95000
9933,-34.562958,-58.4461826,1200000
9935,-34.5779828,-58.4721848,149000
9936,-34.61095536,-58.36170061,750000
9938,-34.6286134,-58.37209,213200
9939,-34.5678575,-58.446164,1250000
9940,-34.6305379,-58.4192214,83000
9941,-34.5927636,-58.3786738,80000
9942,-34.5952463,-58.3827506,65000
9946,-34.6275199,-58.4065862,168000
9948,-34.590165,-58.400558,115000
9949,-34.6070598,-58.3949243,45500
9950,-34.59952536,-58.40353734,89999
9951,-34.6086249,-58.3906817,43000
9954,-34.5760225,-58.4483554,149900
9955,-34.5899524,-58.4075642,87000
9956,-34.5936501,-58.4073547,70000
9957,-34.6275195,-58.4067187,149000
9958,-34.6287217,-58.3721462,229000
9959,-34.6287217,-58.3721462,235000
9960,-34.61800177,-58.38927834,90000
9961,-34.625209,-58.5049555,120000
9964,-34.6285923,-58.3721943,99900
9965,-34.6285923,-58.3721943,116500
9966,-34.6285923,-58.3721943,90000
9967,-34.6285923,-58.3721943,116500
9968,-34.6285923,-58.3721943,85000
9969,-34.6285923,-58.3721943,85100
9970,-34.6285923,-58.3721943,85100
9971,-34.6285923,-58.3721943,116500
9972,-34.6285923,-58.3721943,96000
9973,-34.6286134,-58.37209,145000
9974,-34.6287217,-58.3721462,115000
9975,-34.6287217,-58.3721462,225500
9976,-34.6285923,-58.3721943,225000
9977,-34.6285923,-58.3721943,236900
9978,-34.6287217,-58.3721462,199260
9980,-34.5489941,-58.4558853,168000
9981,-34.6185913,-58.3842882,79000
9982,-34.5598506,-58.4599545,118000
9983,-34.6127607,-58.4347147,250000
9984,-34.6232417,-58.4567048,200000
9985,-34.6127607,-58.4347147,295000
9986,-34.6142723,-58.3890511,90000
9987,-34.6149549,-58.3745806,180000
9988,-34.5810083,-58.4493283,250000
9989,-34.5778011,-58.4448085,100000
9990,-34.5898882,-58.4048259,220000
9991,-34.6063506,-58.3849425,115000
9992,-34.5975982,-58.4266296,211600
9993,-34.6070609,-58.445683,130000
9994,-34.5968522,-58.4389747,233000
9995,-34.6094433,-58.3628679,690000
9996,-34.6122583,-58.3609819,980000
9998,-34.6197371,-58.3615166,650000
9999,-34.6110043,-58.3612753,1200000
10000,-34.5386323,-58.4659867,280000
10001,-34.5498253,-58.4637555,195000
10002,-34.566286,-58.4348909,1200000
10003,-34.5800213,-58.4093343,670000
10004,-34.597694,-58.4167834,162000
10005,-34.6015267,-58.5049583,315000
10006,-34.5786665,-58.4137467,449000
10007,-34.5918943,-58.3999869,200000
10008,-34.5605292,-58.4483653,400000
10009,-34.6076793,-58.4185782,179000
10010,-34.6105974,-58.4125597,139000
10012,-34.5734664,-58.4419353,180000
10013,-34.5767671,-58.4235545,350000
10014,-34.57393927,-58.43874094,285000
10015,-34.5819781,-58.430423,450000
10017,-34.5737488,-58.4234368,255000
10018,-34.5679094,-58.433701,170000
10019,-34.5914057,-58.3883582,353000
10020,-34.5816865,-58.4308266,420000
10021,-34.5818118,-58.4307566,445000
10022,-34.6288763,-58.3609915,125000
10023,-34.5517236,-58.4382837,750000
10024,-34.5651661,-58.4580884,159000
10025,-34.5592152,-58.4635348,198000
10026,-34.5651679,-58.4344895,190000
10027,-34.5589247,-58.4611693,180000
10028,-34.5548317,-58.4493255,318000
10029,-34.5554326,-58.4583837,545000
10030,-34.55916792,-58.46639514,220000
10031,-34.5828865,-58.4440693,345000
10032,-34.6037086,-58.4288979,195000
10034,-34.5805574,-58.4145661,750000
10036,-34.581759,-58.4115197,749000
10037,-34.6286134,-58.37209,246400
10038,-34.5691798,-58.4426801,275000
10040,-34.5838868,-58.4002823,300000
10041,-34.5771227,-58.445757,525000
10042,-34.622451,-58.4455894,630000
10043,-34.60923139,-58.43465892,295000
10044,-34.6128194,-58.4382373,159900
10045,-34.6226961,-58.4475362,230000
10046,-34.6237742,-58.4288987,475000
10047,-34.6143107,-58.4040263,157000
10048,-34.6197313,-58.3747515,169000
10049,-34.6037807,-58.4372125,147000
10050,-34.5950864,-58.3930995,420000
10051,-34.6211839,-58.3731163,210000
10052,-34.6211839,-58.3731163,212000
10053,-34.6211839,-58.3731163,260000
10054,-34.6264847,-58.3788448,174000
10055,-34.641094,-58.3773949,485000
10056,-34.59196749,-58.38552724,560000
10057,-34.5869606,-58.3856109,445000
10058,-34.6305429,-58.4828009,169000
10059,-34.6281182,-58.496055,119000
10060,-34.554282,-58.4438352,270000
10061,-34.6207203,-58.3951642,150000
10062,-34.6295522,-58.4383128,410000
10063,-34.57714,-58.4938776,229000
10064,-34.5705179,-58.4914578,235000
10065,-34.5980636,-58.4917052,184000
10066,-34.6041786,-58.4116849,70000
10067,-34.5547741,-58.4674671,99000
10068,-34.6125053,-58.4240502,85000
10069,-34.5796442,-58.4247599,58200
10071,-34.6277482,-58.4507406,790000
10073,-34.6436979,-58.3745136,352000
10074,-34.56289725,-58.44059315,495000
10075,-34.5689249,-58.4473888,295000
10076,-34.5706145,-58.440743,499000
10077,-34.641848,-58.3740691,240000
10078,-34.5798852,-58.4098337,1800000
10079,-34.5769844,-58.4137603,800000
10080,-34.6387039,-58.3735495,379000
10081,-34.641094,-58.3773949,199000
10082,-34.5619164,-58.4515274,245000
10083,-34.5609806,-58.4534559,460000
10085,-34.5568732,-58.4625061,216000
10086,-34.5796442,-58.4247599,60600
10087,-34.5796442,-58.4247599,77040
10088,-34.5796442,-58.4247599,81000
10089,-34.5562052,-58.4785462,199000
10090,-34.5524733,-58.4624701,210000
10091,-34.563241,-58.4701888,257000
10092,-34.6410927,-58.5184968,375000
10093,-34.5600858,-58.4579161,124159
10094,-34.57826047,-58.40523111,580000
10095,-34.58343241,-58.41513986,700000
10096,-34.59334758,-58.4246144,200000
10097,-34.5900034,-58.4091904,295000
10099,-34.5828543,-58.4220796,212000
10100,-34.6380649,-58.3700138,255000
10101,-34.6436979,-58.3745136,193000
10102,-34.6404432,-58.3729982,185000
10103,-34.6395359,-58.3779297,250000
10105,-34.6454125,-58.3723671,185000
10106,-34.5600858,-58.4579161,102502
10107,-34.569539,-58.4501222,73000
10108,-34.5431575,-58.4619738,295000
10110,-34.6156155,-58.4637058,94000
10111,-34.6199718,-58.4171847,105000
10112,-34.6243884,-58.4178895,73000
10113,-34.623164,-58.4227599,69000
10114,-34.6338223,-58.361568,59000
10115,-34.62922339,-58.36588926,61500
10118,-34.6040052,-58.392176,145000
10119,-34.600494,-58.3840054,170000
10120,-34.5957324,-58.3833332,65000
10122,-34.612834,-58.3760455,190000
10124,-34.6283524,-58.4298975,89000
10125,-34.5475876,-58.4738732,58000
10126,-34.5881078,-58.3860976,100000
10127,-34.5973259,-58.3887891,115000
10128,-34.5605292,-58.4483653,98000
10129,-34.5611883,-58.4628604,295000
10130,-34.5600858,-58.4579161,84146
10131,-34.5600858,-58.4579161,106445
10132,-34.57390522,-58.47395983,190000
10133,-34.5873825,-58.3972762,299000
10134,-34.61803,-58.451282,63500
10135,-34.6246755,-58.3677756,103000
10136,-34.6246755,-58.3677756,100000
10137,-34.6166545,-58.3759873,139000
10138,-34.6246755,-58.3677756,160000
10139,-34.6246755,-58.3677756,120000
10140,-34.5829006,-58.4476661,120000
10141,-34.6323966,-58.4993096,75000
10142,-34.5932921,-58.4084421,149900
10143,-34.59470168,-58.40381067,73000
10144,-34.6005206,-58.3860756,115000
10145,-34.5724843,-58.4864325,127000
10146,-34.5873825,-58.3972762,360000
10147,-34.5833059,-58.4025456,195000
10148,-34.59096,-58.4043279,120000
10149,-34.5973259,-58.3887891,228300
10150,-34.5928998,-58.3870274,120000
10152,-34.6156043,-58.3878307,120000
10153,-34.5821967,-58.4225921,290000
10154,-34.6116636,-58.4316616,140000
10155,-34.6099114,-58.4511731,100000
10156,-34.6175552,-58.4083353,115000
10157,-34.5421384,-58.4767666,105000
10158,-34.5586194,-58.4624125,160000
10159,-34.5903425,-58.4033295,99000
10160,-34.5554026,-58.4389481,187000
10161,-34.5672396,-58.4551914,120000
10162,-34.563189,-58.4645758,139000
10163,-34.5676344,-58.4635466,235000
10164,-34.6354198,-58.4785878,89000
10165,-34.6282465,-58.4844109,79000
10166,-34.617052,-58.500821,99900
10167,-34.6282465,-58.4844109,69000
10168,-34.554389,-58.4602448,89000
10169,-34.6113656,-58.3724277,98000
10170,-34.5786478,-58.4892139,135000
10171,-34.6350231,-58.3952887,95000
10172,-34.6302515,-58.4834448,180000
10173,-34.56097282,-58.45952805,239000
10174,-34.5700839,-58.4420425,259000
10175,-34.56238922,-58.44426777,200000
10176,-34.641094,-58.3773949,45000
10177,-34.633542,-58.3735163,143000
10178,-34.6474523,-58.3881682,69500
10179,-34.641094,-58.3773949,135000
10180,-34.6343468,-58.3753631,308000
10181,-34.6383546,-58.3740299,225000
10182,-34.6431318,-58.3739785,270000
10183,-34.641094,-58.3773949,237000
10184,-34.5809014,-58.4163756,430000
10185,-34.57002347,-58.43231535,266000
10186,-34.5893632,-58.4347233,420000
10187,-34.6300254,-58.480687,159000
10188,-34.5680453,-58.4360576,350000
10189,-34.5750527,-58.4230205,220000
10190,-34.58168951,-58.41456908,250000
10191,-34.6344961,-58.3631337,110000
10192,-34.6367365,-58.3597089,135000
10193,-34.6344961,-58.3631337,120000
10194,-34.6352008,-58.3609599,132000
10195,-34.6207377,-58.4669447,139000
10196,-34.6165937,-58.4208234,230000
10197,-34.6080904,-58.421651,195000
10198,-34.59026,-58.4806414,80000
10199,-34.5888532,-58.3849402,160000
10200,-34.5997535,-58.3941946,110000
10201,-34.6086873,-58.4033827,68000
10202,-34.60878,-58.4257907,199000
10203,-34.6059333,-58.4291016,135000
10204,-34.5907722,-58.418787,180000
10205,-34.5640819,-58.4409199,215000
10208,-34.6113656,-58.3724277,98000
10209,-34.6431819,-58.4937489,85000
10210,-34.6380168,-58.5095773,89000
10211,-34.5912391,-58.4235444,115000
10212,-34.57899841,-58.43242671,210000
10213,-34.5773672,-58.4392644,190000
10214,-34.5546053,-58.4373217,190000
10216,-34.5722186,-58.4314934,145000
10217,-34.6436979,-58.3745136,137500
10218,-34.6403771,-58.3748961,125000
10219,-34.641094,-58.3773949,115000
10220,-34.641094,-58.3773949,116000
10221,-34.62963583,-58.3672332,75000
10222,-34.64333,-58.3718763,119000
10223,-34.5795823,-58.4532874,147000
10224,-34.5600858,-58.4579161,121232
10225,-34.5600858,-58.4579161,118828
10226,-34.5661521,-58.4337351,135000
10227,-34.5600858,-58.4579161,123581
10228,-34.5791214,-58.4420763,130000
10229,-34.5847302,-58.41097757,98000
10230,-34.5485333,-58.4710689,160000
10231,-34.5534062,-58.4747536,245000
10232,-34.5504783,-58.4705713,199000
10233,-34.5463385,-58.4715284,158000
10234,-34.5463385,-58.4715284,90000
10235,-34.5957003,-58.3811973,130000
10236,-34.5654283,-58.4716748,94000
10237,-34.5781358,-58.4303897,166811
10238,-34.5796442,-58.4247599,165600
10239,-34.5780459,-58.4325908,157000
10240,-34.5796442,-58.4247599,102960
10241,-34.5754283,-58.4416277,90750
10242,-34.5802991,-58.4355947,145000
10243,-34.5867727,-58.4393086,298000
10244,-34.5873714,-58.4137932,138000
10246,-34.5600858,-58.4579161,116505
10247,-34.6317804,-58.3714964,62000
10248,-34.5600858,-58.4579161,130741
10249,-34.59956826,-58.38606988,200000
10250,-34.6012446,-58.4331223,110000
10251,-34.5732184,-58.4824355,158000
10252,-34.5694848,-58.4869229,275000
10253,-34.6137526,-58.4831786,99500
10255,-34.6330654,-58.3610983,139000
10256,-34.5600858,-58.4579161,133087
10257,-34.5740664,-58.4325402,325000
10258,-34.5778852,-58.4124761,158000
10259,-34.5526217,-58.4682449,115000
10260,-34.6282465,-58.4844109,115000
10261,-34.58258754,-58.42350918,215000
10262,-34.5739722,-58.4230027,260000
10263,-34.5665585,-58.4358595,350000
10264,-34.5845105,-58.4245314,98000
10265,-34.56652278,-58.43862523,92000
10266,-34.5834133,-58.4337826,199000
10268,-34.5806183,-58.442037,195000
10269,-34.6285282,-58.5060133,89000
10270,-34.6285282,-58.5060133,100000
10271,-34.595134,-58.4094091,100000
10272,-34.6057718,-58.3952054,59000
10273,-34.59988396,-58.37758493,115000
10274,-34.5510396,-58.4707838,154000
10275,-34.6482336,-58.5171527,95000
10276,-34.6482336,-58.5171527,95000
10277,-34.6482336,-58.5171527,95000
10278,-34.56821986,-58.50586576,145000
10279,-34.5526105,-58.4732043,145000
10281,-34.6482336,-58.5171527,95000
10282,-34.6482336,-58.5171527,95000
10283,-34.5933111,-58.4294417,170000
10284,-34.5638938,-58.4609034,160000
10285,-34.630393,-58.449115,74900
10286,-34.5730485,-58.4452412,118000
10288,-34.5568732,-58.4625061,134000
10289,-34.5828896,-58.427457,150000
10290,-34.5926591,-58.4508638,310000
10291,-34.5795885,-58.4114241,940000
10292,-34.5787994,-58.4320358,140000
10293,-34.5761748,-58.4062514,150000
10294,-34.5568732,-58.4625061,110000
10295,-34.5808324,-58.4321612,105000
10296,-34.5654704,-58.4550394,469000
10297,-34.58062,-58.4333205,198000
10299,-34.5829616,-58.4483742,147000
10300,-34.5829757,-58.4464934,385000
10301,-34.5829757,-58.4464934,250000
10302,-34.5829757,-58.4464934,185000
10303,-34.5829616,-58.4483742,215000
10304,-34.5829616,-58.4483742,131355
10305,-34.5829616,-58.4483742,198000
10306,-34.6259257,-58.3779384,120000
10307,-34.6244303,-58.3741828,160621
10308,-34.6208176,-58.3744036,69000
10309,-34.6076395,-58.4466833,120000
10310,-34.6172403,-58.4309379,115600
10311,-34.62490827,-58.4344196,125000
10312,-34.6072361,-58.4449799,75000
10313,-34.6188298,-58.4411309,75000
10314,-34.5544114,-58.493132,167000
10315,-34.55816142,-58.44627943,118000
10316,-34.55816142,-58.44627943,265000
10317,-34.5651661,-58.4580884,75000
10319,-34.56105049,-58.44320473,156000
10320,-34.55816142,-58.44627943,129200
10322,-34.5685575,-58.4535789,99000
10323,-34.56860242,-58.45346063,110000
10324,-34.5546053,-58.4373217,190000
10325,-34.5662509,-58.4660232,107000
10326,-34.5957908,-58.4095711,135000
10327,-34.586996,-58.388598,135000
10328,-34.553677,-58.4859497,95000
10329,-34.570833,-58.442716,97000
10330,-34.5963887,-58.4083794,80000
10331,-34.5574686,-58.4806404,478000
10332,-34.5835487,-58.4743366,165000
10333,-34.618777,-58.3654521,790000
10334,-34.628744,-58.5193875,280000
10337,-34.6026324,-58.428399,165000
10338,-34.59988396,-58.37758493,115000
10339,-34.5605292,-58.4483653,595000
10340,-34.5558638,-58.4409904,199000
10341,-34.5647325,-58.4412528,690000
10342,-34.5880273,-58.4079957,280000
10343,-34.5671024,-58.4521356,341000
10344,-34.5592713,-58.4673589,315000
10345,-34.5631042,-58.4419519,499000
10347,-34.5540769,-58.4367318,490000
10348,-34.5690401,-58.4421722,695000
10349,-34.5703028,-58.4582057,349000
10350,-34.6141247,-58.4064891,136000
10351,-34.6645048,-58.475057,85000
10352,-34.5817794,-58.4089873,460000
10353,-34.5838696,-58.4064541,295000
10354,-34.5766522,-58.4537673,890000
10355,-34.5719829,-58.4586627,189000
10356,-34.5712473,-58.4832287,279000
10357,-34.626795,-58.4449504,499000
10358,-34.6011156,-58.4028689,230000
10359,-34.6022599,-58.3976635,220000
10360,-34.6072648,-58.3891814,79900
10361,-34.5631197,-58.464432,250000
10362,-34.5614836,-58.46406784,270000
10363,-34.5588943,-58.4460506,630000
10364,-34.6197321,-58.4296198,440000
10365,-34.6028703,-58.3884545,84900
10366,-34.55899198,-58.45638599,415000
10367,-34.600597,-58.4320285,99000
10369,-34.5878944,-58.4190523,205000
10370,-34.6057978,-58.4181454,450000
10371,-34.62998,-58.433202,175000
10372,-34.5822353,-58.472744,192500
10373,-34.5744837,-58.4802583,250000
10374,-34.5754565,-58.4843297,199000
10375,-34.6207203,-58.3951642,99000
10376,-34.6123355,-58.3609723,1290000
10378,-34.6194109,-58.3615545,630000
10379,-34.5935312,-58.5159166,190000
10380,-34.5946404,-58.507901,137000
10381,-34.5795349,-58.4077215,555555
10383,-34.5903911,-58.3958724,140000
10384,-34.5793254,-58.4572513,240000
10385,-34.6588583,-58.515701,156000
10386,-34.5983108,-58.3725839,82000
10387,-34.6079578,-58.4499319,220000
10388,-34.6097043,-58.432384,210000
10389,-34.6203947,-58.4262375,160000
10391,-34.6077935,-58.4496423,220000
10392,-34.620753,-58.438074,168000
10393,-34.6075947,-58.4457497,150000
10394,-34.55299765,-58.49389772,180000
10395,-34.59221433,-58.39941371,190000
10396,-34.5930156,-58.4093904,210000
10397,-34.6068015,-58.3911124,110000
10398,-34.565952,-58.4633627,182000
10399,-34.5896525,-58.4062894,1100000
10401,-34.5690094,-58.45189,280000
10402,-34.5614172,-58.4482475,950000
10403,-34.5633416,-58.4366297,540000
10405,-34.5633416,-58.4366297,749000
10406,-34.5805974,-58.4040694,800000
10407,-34.5633416,-58.4366297,649000
10408,-34.628086,-58.4790077,299000
10409,-34.6035998,-58.3766522,159000
10410,-34.62615755,-58.4568606,190000
10411,-34.62615755,-58.4568606,190000
10412,-34.592799,-58.446848,99000
10413,-34.5880805,-58.4127514,529000
10414,-34.5804614,-58.425498,110000
10415,-34.5846697,-58.4546049,120000
10416,-34.6253375,-58.3663768,80000
10417,-34.6253375,-58.3663768,80000
10418,-34.5588318,-58.4607596,90000
10419,-34.5515617,-58.4659701,136000
10420,-34.5896525,-58.4062894,2890000
10421,-34.564947,-58.44282474,1100000
10422,-34.5909717,-58.3784496,990000
10423,-34.5909717,-58.3784496,1050000
10424,-34.55899198,-58.45638599,849000
10425,-34.5816829,-58.4037382,1100000
10426,-34.58522,-58.426652,2100000
10427,-34.5783323,-58.4827702,490000
10428,-34.6373837,-58.5267293,90000
10429,-34.603716,-58.4555512,66990
10430,-34.6068015,-58.3911124,110000
10431,-34.5865906,-58.4372126,115000
10433,-34.5887778,-58.4136926,299000
10434,-34.5779782,-58.4119079,375000
10435,-34.5795349,-58.4077215,555555
10436,-34.5854636,-58.4394743,210000
10437,-34.5913355,-58.4258415,142000
10438,-34.58025621,-58.42651024,480000
10439,-34.5372817,-58.4662837,455000
10440,-34.6156905,-58.4597641,165000
10441,-34.6143823,-58.4763474,99000
10442,-34.6414993,-58.4312454,73999
10443,-34.6275568,-58.4282567,98000
10444,-34.629629,-58.4389996,127000
10445,-34.5667548,-58.4329416,250000
10446,-34.5840324,-58.4668026,109900
10447,-34.5701475,-58.4911715,106000
10448,-34.5688712,-58.4884216,177500
10449,-34.5795015,-58.484634,109000
10450,-34.5846233,-58.464605,65900
10451,-34.5707402,-58.4827301,70000
10452,-34.5688712,-58.4884216,95000
10453,-34.5846233,-58.464605,99000
10454,-34.6237496,-58.4011463,86000
10455,-34.6123355,-58.3609723,885000
10456,-34.6123355,-58.3609723,875000
10457,-34.612611,-58.5200499,279999
10458,-34.6004714,-58.4378991,119500
10459,-34.5986287,-58.4459407,139000
10460,-34.5846233,-58.464605,82000
10461,-34.56017595,-58.44282474,160000
10463,-34.6436474,-58.3730683,179000
10464,-34.5594944,-58.4810099,197000
10465,-34.6058404,-58.4261216,81000
10466,-34.5953541,-58.3796484,115000
10467,-34.5461486,-58.4701644,115000
10468,-34.5466895,-58.4653654,185000
10469,-34.5472187,-58.4694636,99000
10471,-34.60145234,-58.41928086,120000
10472,-34.5983821,-58.4428734,52000
10473,-34.5890292,-58.4078656,75000
10474,-34.5887998,-58.3958805,110000
10475,-34.6285282,-58.5060133,79900
10476,-34.6285282,-58.5060133,79000
10477,-34.5793756,-58.3972721,1150000
10478,-34.6285282,-58.5060133,74900
10479,-34.6172403,-58.4309379,73000
